年份,行政區,段小段,地號,面積,公告現值,公告地價
109,八德區,1014,0956-0000,107.08,22800,4700
109,八德區,1014,0957-0000,150.03,22800,4700
109,八德區,1014,0958-0000,1505.66,6000,1200
109,八德區,1014,0959-0000,436,10400,2100
109,八德區,1014,0960-0000,538.47,10400,2100
109,八德區,1014,0961-0000,203.57,10400,2100
109,八德區,1014,0962-0000,438.07,10125,2044
109,八德區,1014,0963-0000,435.8,9015,1817
109,八德區,1014,0964-0000,441.15,8423,1696
109,八德區,1014,0965-0000,452.5,7964,1602
109,八德區,1014,0966-0000,1101.52,7590,1525
109,八德區,1014,0967-0000,1089,7503,1507
109,八德區,1014,0968-0000,2184.26,7109,1427
109,八德區,1014,0969-0000,1325,8162,1642
109,八德區,1014,0970-0000,1109.95,6000,1200
109,八德區,1014,0971-0000,2837,6000,1200
109,八德區,1014,0971-0001,2838.46,6000,1200
109,八德區,1014,0971-0002,353.66,6000,1200
109,八德區,1014,0972-0000,1045,6000,1200
109,八德區,1014,0972-0001,1046.49,6000,1200
109,八德區,1014,0972-0002,581.83,6000,1200
109,八德區,1014,0973-0000,11242.75,6000,1200
109,八德區,1014,0974-0000,1443.78,6000,1200
109,八德區,1014,0975-0000,1116.48,6000,1200
109,八德區,1014,0976-0000,2533.55,6000,1200
109,八德區,1014,0977-0000,4489.9,6000,1200
109,八德區,1014,0978-0000,2525.1,6000,1200
109,八德區,1014,0979-0000,141.61,10400,2100
109,八德區,1014,0980-0000,92.59,10400,2100
109,八德區,1014,0981-0000,205.7,10400,2100
109,八德區,1014,0982-0000,119.84,10400,2100
109,八德區,1014,0983-0000,90.9,10400,2100
109,八德區,1014,0984-0000,8.02,10400,2100
109,八德區,1014,0985-0000,5.25,10400,2100
109,八德區,1014,0986-0000,9978.13,6336,1269
109,八德區,1014,0987-0000,2182.35,6961,1397
109,八德區,1014,0988-0000,2469.34,6127,1226
109,八德區,1014,0989-0000,1670.52,7598,1527
109,八德區,1014,0990-0000,245.6,6000,1200
109,八德區,1014,0991-0000,97.8,17900,3700
109,八德區,1014,0992-0000,87.33,17900,3700
109,八德區,1014,0993-0000,154.23,17900,3700
109,八德區,1014,0994-0000,91.85,17900,3700
109,八德區,1014,0995-0000,65.07,17900,3700
109,八德區,1014,0996-0000,66.07,17900,3700
109,八德區,1014,0997-0000,66.05,17900,3700
109,八德區,1014,0998-0000,66.18,17900,3700
109,八德區,1014,0999-0000,66.15,17900,3700
109,八德區,1014,1000-0000,66.43,17900,3700
109,八德區,1014,1001-0000,66.01,17900,3700
109,八德區,1014,1002-0000,66.11,17900,3700
109,八德區,1014,1003-0000,66.38,17900,3700
109,八德區,1014,1004-0000,66.06,17900,3700
109,八德區,1014,1005-0000,72.22,17900,3700
109,八德區,1014,1006-0000,5.93,17900,3700
109,八德區,1014,1007-0000,74.12,17900,3700
109,八德區,1014,1008-0000,4.67,17900,3700
109,八德區,1014,1009-0000,66.16,17900,3700
109,八德區,1014,1010-0000,66.09,17900,3700
109,八德區,1014,1011-0000,66.03,17900,3700
109,八德區,1014,1012-0000,66.44,17900,3700
109,八德區,1014,1013-0000,66.47,17900,3700
109,八德區,1014,1014-0000,66.1,17900,3700
109,八德區,1014,1015-0000,66.14,17900,3700
109,八德區,1014,1016-0000,66.02,17900,3700
109,八德區,1014,1017-0000,98.53,17900,3700
109,八德區,1014,1018-0000,31.9,17900,3700
109,八德區,1014,1019-0000,72.62,17900,3700
109,八德區,1014,1020-0000,6.41,17900,3700
109,八德區,1014,1021-0000,70.37,17900,3700
109,八德區,1014,1022-0000,69.78,17900,3700
109,八德區,1014,1023-0000,69.9,17900,3700
109,八德區,1014,1024-0000,69.75,17900,3700
109,八德區,1014,0728-0000,62.07,17900,3700
109,八德區,1014,0730-0000,126.74,22800,4700
109,八德區,1014,0731-0000,78.54,22800,4700
109,八德區,1014,0732-0000,64.45,22800,4700
109,八德區,1014,0733-0000,70.68,22800,4700
109,八德區,1014,0734-0000,63.05,22800,4700
109,八德區,1014,0735-0000,62.03,22800,4700
109,八德區,1014,0736-0000,62.06,22800,4700
109,八德區,1014,0737-0000,62.08,22800,4700
109,八德區,1014,0738-0000,62.11,22800,4700
109,八德區,1014,0739-0000,62.14,22800,4700
109,八德區,1014,0740-0000,62.17,22800,4700
109,八德區,1014,0741-0000,40.42,22800,4700
109,八德區,1014,0742-0000,77.43,22800,4700
109,八德區,1014,0743-0000,72.21,22800,4700
109,八德區,1014,0744-0000,52.66,22800,4700
109,八德區,1014,0745-0000,52.67,22800,4700
109,八德區,1014,0746-0000,57.95,22800,4700
109,八德區,1014,0747-0000,62.7,22800,4700
109,八德區,1014,0748-0000,62.72,22800,4700
109,八德區,1014,0749-0000,63.14,22800,4700
109,八德區,1014,0750-0000,62.75,22800,4700
109,八德區,1014,0751-0000,62.76,22800,4700
109,八德區,1014,0752-0000,62.77,22800,4700
109,八德區,1014,0753-0000,63.85,22800,4700
109,八德區,1014,0754-0000,63.22,22800,4700
109,八德區,1014,0755-0000,62.18,22800,4700
109,八德區,1014,0756-0000,61.98,22800,4700
109,八德區,1014,0757-0000,61.88,22800,4700
109,八德區,1014,0758-0000,61.92,22800,4700
109,八德區,1014,0759-0000,61.95,22800,4700
109,八德區,1014,0760-0000,61.98,22800,4700
109,八德區,1014,0761-0000,61.5,22800,4700
109,八德區,1014,0762-0000,62.58,22800,4700
109,八德區,1014,0763-0000,62.09,22800,4700
109,八德區,1014,0764-0000,101.69,22800,4700
109,八德區,1014,0765-0000,82.25,22800,4700
109,八德區,1014,0766-0000,57.97,22800,4700
109,八德區,1014,0767-0000,58.42,22800,4700
109,八德區,1014,0768-0000,57.88,22800,4700
109,八德區,1014,0769-0000,58.14,22800,4700
109,八德區,1014,0770-0000,57.31,22800,4700
109,八德區,1014,0771-0000,58.92,22800,4700
109,八德區,1014,0772-0000,58.1,22800,4700
109,八德區,1014,0773-0000,57.91,22800,4700
109,八德區,1014,0774-0000,57.74,22800,4700
109,八德區,1014,0775-0000,58.96,22800,4700
109,八德區,1014,0776-0000,58.52,22800,4700
109,八德區,1014,0777-0000,57.48,22800,4700
109,八德區,1014,0778-0000,57.48,22800,4700
109,八德區,1014,0779-0000,57.48,22800,4700
109,八德區,1014,0780-0000,57.47,22800,4700
109,八德區,1014,0781-0000,57.47,22800,4700
109,八德區,1014,0782-0000,52.25,22800,4700
109,八德區,1014,0783-0000,51.78,22800,4700
109,八德區,1014,0784-0000,0.48,22800,4700
109,八德區,1014,0785-0000,52.25,22800,4700
109,八德區,1014,0786-0000,75.43,22800,4700
109,八德區,1014,0787-0000,50.58,22800,4700
109,八德區,1014,0788-0000,49.11,22800,4700
109,八德區,1014,0789-0000,5.96,22800,4700
109,八德區,1014,0790-0000,43.16,22800,4700
109,八德區,1014,0791-0000,57.47,22800,4700
109,八德區,1014,0792-0000,57.48,22800,4700
109,八德區,1014,0793-0000,57.48,22800,4700
109,八德區,1014,0794-0000,57.48,22800,4700
109,八德區,1014,0795-0000,57.47,22800,4700
109,八德區,1014,0796-0000,57.54,22800,4700
109,八德區,1014,0797-0000,58.51,22800,4700
109,八德區,1014,0798-0000,57.78,22800,4700
109,八德區,1014,0799-0000,56.77,22800,4700
109,八德區,1014,0800-0000,56.81,22800,4700
109,八德區,1014,0801-0000,56.83,22800,4700
109,八德區,1014,0802-0000,56.87,22800,4700
109,八德區,1014,0803-0000,56.89,22800,4700
109,八德區,1014,0804-0000,56.93,22800,4700
109,八德區,1014,0805-0000,56.95,22800,4700
109,八德區,1014,0806-0000,51.81,22800,4700
109,八德區,1014,0807-0000,67.54,22800,4700
109,八德區,1014,0808-0000,75.04,22800,4700
109,八德區,1014,0809-0000,57.87,22800,4700
109,八德區,1014,0810-0000,52.66,22800,4700
109,八德區,1014,0811-0000,52.7,22800,4700
109,八德區,1014,0812-0000,52.72,22800,4700
109,八德區,1014,0813-0000,52.76,22800,4700
109,八德區,1014,0814-0000,52.76,22800,4700
109,八德區,1014,0815-0000,52.76,22800,4700
109,八德區,1014,0816-0000,52.76,22800,4700
109,八德區,1014,0817-0000,52.76,22800,4700
109,八德區,1014,0818-0000,52.76,22800,4700
109,八德區,1014,0819-0000,53.51,22800,4700
109,八德區,1014,0820-0000,52.57,22800,4700
109,八德區,1014,0821-0000,53.02,22800,4700
109,八德區,1014,0822-0000,52.94,22800,4700
109,八德區,1014,0823-0000,52.87,22800,4700
109,八德區,1014,0824-0000,52.79,22800,4700
109,八德區,1014,0825-0000,52.72,22800,4700
109,八德區,1014,0826-0000,52.64,22800,4700
109,八德區,1014,0827-0000,10.84,22800,4700
109,八德區,1014,0828-0000,41.73,22800,4700
109,八德區,1015,0376-0000,12.26,13700,2800
109,八德區,1015,0377-0000,6.13,13700,2800
109,八德區,1015,0395-0000,124.41,6400,1300
109,八德區,1015,0396-0000,25642.84,6400,1300
109,八德區,1015,0405-0000,1449.75,6400,1300
109,八德區,1014,0854-0000,88.93,22800,4700
109,八德區,1014,0855-0000,91.45,22800,4700
109,八德區,1014,0856-0000,93.55,22800,4700
109,八德區,1014,0857-0000,91.82,22800,4700
109,八德區,1014,0858-0000,82.84,22800,4700
109,八德區,1014,0859-0000,69.13,22800,4700
109,八德區,1014,0860-0000,55.11,22800,4700
109,八德區,1014,0861-0000,107.58,24964,5167
109,八德區,1014,0862-0000,131.16,27887,5797
109,八德區,1014,0863-0000,85.01,23723,4899
109,八德區,1014,0864-0000,86.65,22800,4700
109,八德區,1014,0865-0000,86,22800,4700
109,八德區,1014,0866-0000,86.66,22800,4700
109,八德區,1014,0867-0000,85.77,22800,4700
109,八德區,1014,0868-0000,107.29,22800,4700
109,八德區,1014,0869-0000,108.7,22800,4700
109,八德區,1014,0870-0000,110.37,22800,4700
109,八德區,1014,0871-0000,151.38,22800,4700
109,八德區,1014,0872-0000,147.42,22800,4700
109,八德區,1014,0873-0000,103.09,22800,4700
109,八德區,1014,0874-0000,105.27,22800,4700
109,八德區,1014,0875-0000,105.49,22800,4700
109,八德區,1014,0876-0000,83.9,22800,4700
109,八德區,1014,0877-0000,84.64,22800,4700
109,八德區,1014,0878-0000,83.99,22800,4700
109,八德區,1014,0879-0000,84.72,22800,4700
109,八德區,1014,0880-0000,84.99,22800,4700
109,八德區,1014,0881-0000,138.42,27108,5629
109,八德區,1014,0882-0000,123.24,25454,5272
109,八德區,1014,0883-0000,83.11,22800,4700
109,八德區,1014,0884-0000,83.12,22800,4700
109,八德區,1014,0885-0000,83.11,22800,4700
109,八德區,1014,0886-0000,83.12,22800,4700
109,八德區,1014,0887-0000,79.79,22800,4700
109,八德區,1014,0888-0000,106.34,22800,4700
109,八德區,1014,0889-0000,108.13,22800,4700
109,八德區,1014,0890-0000,101.01,22800,4700
109,八德區,1014,0891-0000,149.69,22800,4700
109,八德區,1014,0892-0000,144.81,22800,4700
109,八德區,1014,0893-0000,104.7,22800,4700
109,八德區,1014,0894-0000,107.54,22800,4700
109,八德區,1014,0895-0000,103.01,22800,4700
109,八德區,1014,0896-0000,81.07,22800,4700
109,八德區,1014,0897-0000,84.59,22800,4700
109,八德區,1014,0898-0000,82.76,22800,4700
109,八德區,1014,0899-0000,82.73,22800,4700
109,八德區,1014,0900-0000,80.08,22800,4700
109,八德區,1014,0901-0000,122.29,23739,4903
109,八德區,1014,0902-0000,174.89,22800,4700
109,八德區,1014,0903-0000,80.28,22800,4700
109,八德區,1014,0904-0000,82.94,22800,4700
109,八德區,1014,0905-0000,82.9,22800,4700
109,八德區,1014,0906-0000,82.8,22800,4700
109,八德區,1014,0907-0000,103.53,22800,4700
109,八德區,1014,0908-0000,106.83,22800,4700
109,八德區,1014,0909-0000,100.75,22800,4700
109,八德區,1014,0910-0000,96.48,22800,4700
109,八德區,1014,0911-0000,49.31,22800,4700
109,八德區,1014,0912-0000,146.46,22800,4700
109,八德區,1014,0913-0000,100.03,22800,4700
109,八德區,1014,0914-0000,108.83,22800,4700
109,八德區,1014,0915-0000,100.04,22800,4700
109,八德區,1014,0916-0000,82.2,22800,4700
109,八德區,1014,0917-0000,82.13,22800,4700
109,八德區,1014,0918-0000,82.07,22800,4700
109,八德區,1014,0919-0000,82,22800,4700
109,八德區,1014,0920-0000,126.17,22800,4700
109,八德區,1014,0921-0000,168.52,22800,4700
109,八德區,1014,0922-0000,82.6,22800,4700
109,八德區,1014,0923-0000,82.68,22800,4700
109,八德區,1014,0924-0000,82.78,22800,4700
109,八德區,1014,0925-0000,82.87,22800,4700
109,八德區,1014,0926-0000,82.97,22800,4700
109,八德區,1014,0927-0000,83.06,22800,4700
109,八德區,1014,0928-0000,83.16,22800,4700
109,八德區,1014,0929-0000,126.78,22800,4700
109,八德區,1014,0930-0000,124.45,22800,4700
109,八德區,1014,0931-0000,81.66,22800,4700
109,八德區,1014,0932-0000,81.72,22800,4700
109,八德區,1014,0933-0000,81.79,22800,4700
109,八德區,1014,0934-0000,81.84,22800,4700
109,八德區,1014,0935-0000,81.9,22800,4700
109,八德區,1014,0936-0000,81.96,22800,4700
109,八德區,1014,0937-0000,82.02,22800,4700
109,八德區,1014,0938-0000,116.76,22800,4700
109,八德區,1014,0939-0000,97.42,22800,4700
109,八德區,1014,0940-0000,84.25,22800,4700
109,八德區,1014,0941-0000,82.64,22800,4700
109,八德區,1014,0942-0000,82.79,22800,4700
109,八德區,1014,0943-0000,82.96,22800,4700
109,八德區,1014,1025-0000,69.51,17900,3700
109,八德區,1014,1026-0000,72.84,17900,3700
109,八德區,1014,1027-0000,210.13,17900,3700
109,八德區,1014,1028-0000,44.27,17900,3700
109,八德區,1014,1029-0000,68.37,17900,3700
109,八德區,1014,1030-0000,66.13,17900,3700
109,八德區,1014,1031-0000,66.13,17900,3700
109,八德區,1014,1032-0000,66.14,17900,3700
109,八德區,1014,1033-0000,66.14,17900,3700
109,八德區,1014,1034-0000,70.79,17900,3700
109,八德區,1014,1035-0000,783,6000,1200
109,八德區,1014,1036-0000,377.74,6828,1369
109,八德區,1014,1037-0000,491.94,6000,1200
109,八德區,1014,1038-0000,9839.7,6000,1200
109,八德區,1014,1039-0000,1087.32,6000,1200
109,八德區,1014,1040-0000,170.1,6000,1200
109,八德區,1014,1041-0000,1411,6000,1200
109,八德區,1014,1042-0000,8844.02,6000,1200
109,八德區,1014,1043-0000,407.53,6000,1200
109,八德區,1014,1044-0000,211.27,6000,1200
109,八德區,1014,1045-0000,261.15,6000,1200
109,八德區,1014,1046-0000,17324.55,6000,1200
109,八德區,1014,1047-0000,5721.4,6000,1200
109,八德區,1014,1048-0000,1397.39,6000,1200
109,八德區,1014,1049-0000,1155,6000,1200
109,八德區,1014,1050-0000,1294.29,6000,1200
109,八德區,1014,1051-0000,1257.12,6000,1200
109,八德區,1014,1052-0000,280.87,6000,1200
109,八德區,1014,1053-0000,3443.96,6000,1200
109,八德區,1014,1054-0000,153.05,6000,1200
109,八德區,1014,1055-0000,7517.79,6000,1200
109,八德區,1014,1056-0000,495.95,6000,1200
109,八德區,1014,1057-0000,500.09,6000,1200
109,八德區,1014,1058-0000,391.44,6000,1200
109,八德區,1014,1059-0000,208.46,6000,1200
109,八德區,1014,1060-0000,1335.89,6000,1200
109,八德區,1014,1061-0000,1214.96,6000,1200
109,八德區,1014,1062-0000,253.63,6000,1200
109,八德區,1014,1063-0000,362.66,6000,1200
109,八德區,1014,1064-0000,97.09,6000,1200
109,八德區,1014,1065-0000,1646.39,6000,1200
109,八德區,1014,1066-0000,75.1,6000,1200
109,八德區,1014,1068-0000,14.13,6000,1200
109,八德區,1014,1069-0000,92.11,17900,3700
109,八德區,1014,1070-0000,391.62,17900,3700
109,八德區,1014,1071-0000,50.47,17900,3700
109,八德區,1014,1072-0000,104.53,17900,3700
109,八德區,1014,1073-0000,105.03,17900,3700
109,八德區,1014,1074-0000,77.94,17900,3700
109,八德區,1014,1075-0000,105.38,17900,3700
109,八德區,1014,1076-0000,234.53,17900,3700
109,八德區,1014,1077-0000,58.97,17900,3700
109,八德區,1014,1078-0000,38.42,17900,3700
109,八德區,1014,1079-0000,65.92,17900,3700
109,八德區,1014,1080-0000,33.51,17900,3700
109,八德區,1014,1081-0000,179.85,17900,3700
109,八德區,1014,1082-0000,71.59,17900,3700
109,八德區,1014,1083-0000,105.92,17900,3700
109,八德區,1014,1084-0000,243.96,17900,3700
109,八德區,1014,1085-0000,513.93,6000,1200
109,八德區,1014,1086-0000,888.09,6000,1200
109,八德區,1014,1087-0000,915.5,6000,1200
109,八德區,1014,1088-0000,1035.11,6000,1200
109,八德區,1014,1089-0000,1861.83,6000,1200
109,八德區,1014,1090-0000,1055.56,6000,1200
109,八德區,1014,1091-0000,1042.08,6000,1200
109,八德區,1014,1092-0000,1039.09,6000,1200
109,八德區,1014,1093-0000,3605.5,6000,1200
109,八德區,1014,1094-0000,3159.33,6000,1200
109,八德區,1014,1095-0000,193.8,6000,1200
109,八德區,1014,1096-0000,2796.89,6000,1200
109,八德區,1014,1097-0000,2104.19,6000,1200
109,八德區,1014,1098-0000,248.68,6000,1200
109,八德區,1014,1099-0000,224.83,6000,1200
109,八德區,1014,1100-0000,2194.6,6000,1200
109,八德區,1014,1101-0000,96.98,6000,1200
109,八德區,1014,1102-0000,223.9,6000,1200
109,八德區,1014,1103-0000,4427.64,6000,1200
109,八德區,1014,1104-0000,4927.45,6000,1200
109,八德區,1014,1105-0000,1504.21,6000,1200
109,八德區,1014,1106-0000,8833.45,15700,3200
109,八德區,1014,1107-0000,1325.33,6000,1200
109,八德區,1014,1108-0000,654.53,6000,1200
109,八德區,1014,1109-0000,3054.9,6000,1200
109,八德區,1014,1110-0000,1626,6000,1200
109,八德區,1014,1111-0000,362.69,6000,1200
109,八德區,1014,1112-0000,1325.36,6000,1200
109,八德區,1014,1113-0000,282.01,15700,3200
109,八德區,1014,1114-0000,282.52,6000,1200
109,八德區,1014,1115-0000,2366.15,6000,1200
109,八德區,1014,1116-0000,1670.57,15700,3200
109,八德區,1014,1117-0000,494.37,6000,1200
109,八德區,1014,1118-0000,290.45,6000,1200
109,八德區,1014,1119-0000,3335.56,6000,1200
109,八德區,1014,1120-0000,2285.2,21370,4390
109,八德區,1014,1121-0000,945.45,15400,3200
109,八德區,1014,1122-0000,143.18,15400,3200
109,八德區,1014,1123-0000,11443.32,6008,1202
109,八德區,1014,1124-0000,1328.18,15700,3200
109,八德區,1014,1125-0000,270.33,6000,1200
109,八德區,1015,0643-0000,9142.23,7091,1442
109,八德區,1015,0644-0000,1106.7,9521,1941
109,八德區,1015,0645-0000,713.14,6400,1300
109,八德區,1015,0646-0000,1242.09,6400,1300
109,八德區,1015,0647-0000,514.99,6400,1300
109,八德區,1015,0648-0000,908.38,6400,1300
109,八德區,1015,0649-0000,478.35,6400,1300
109,八德區,1015,0650-0000,2891.97,6400,1300
109,八德區,1015,0651-0000,177.61,6400,1300
109,八德區,1015,0652-0000,18,6400,1300
109,八德區,1015,0653-0000,59.75,6400,1300
109,八德區,1015,0654-0000,422,6400,1300
109,八德區,1015,0655-0000,53.64,6400,1300
109,八德區,1015,0656-0000,4.03,6400,1300
109,八德區,1015,0657-0000,2260,6400,1300
109,八德區,1015,0658-0000,856,6400,1300
109,八德區,1015,0659-0000,1290.49,6400,1300
109,八德區,1015,0660-0000,1114.08,6400,1300
109,八德區,1015,0661-0000,131,6400,1300
109,八德區,1015,0662-0000,1912,6400,1300
109,八德區,1015,0663-0000,1098,6400,1300
109,八德區,1015,0664-0000,653.63,6400,1300
109,八德區,1015,0665-0000,2606.13,6400,1300
109,八德區,1015,0666-0000,2764.98,6400,1300
109,八德區,1015,0667-0000,2814.56,6400,1300
109,八德區,1015,0668-0000,49.29,6400,1300
109,八德區,1015,0669-0000,220,16700,3500
109,八德區,1015,0670-0000,170.59,16700,3500
109,八德區,1015,0671-0000,129.56,16700,3500
109,八德區,1015,0672-0000,144.35,16700,3500
109,八德區,1015,0673-0000,76.59,6400,1300
109,八德區,1015,0674-0000,169,16700,3500
109,八德區,1015,0675-0000,733.82,16700,3500
109,八德區,1015,0676-0000,763.6,16700,3500
109,八德區,1015,0677-0000,1802.7,6400,1300
109,八德區,1015,0678-0000,244.35,6400,1300
109,八德區,1014,0944-0000,83.11,22800,4700
109,八德區,1014,0945-0000,83.27,22800,4700
109,八德區,1014,0946-0000,128.08,22800,4700
109,八德區,1014,0947-0000,128.55,22800,4700
109,八德區,1014,0948-0000,82.69,22800,4700
109,八德區,1014,0949-0000,84.74,22800,4700
109,八德區,1014,0950-0000,82.7,22800,4700
109,八德區,1014,0951-0000,82.73,22800,4700
109,八德區,1014,0952-0000,131.22,22800,4700
109,八德區,1014,0953-0000,135.92,22800,4700
109,八德區,1014,0954-0000,88.46,22800,4700
109,八德區,1014,0955-0000,95.76,22800,4700
109,八德區,1014,0956-0000,107.08,22800,4700
109,八德區,1014,0957-0000,150.03,22800,4700
109,八德區,1014,0958-0000,1505.66,6000,1200
109,八德區,1014,0959-0000,436,10400,2100
109,八德區,1014,0960-0000,538.47,10400,2100
109,八德區,1014,0961-0000,203.57,10400,2100
109,八德區,1014,0962-0000,438.07,10125,2044
109,八德區,1014,0963-0000,435.8,9015,1817
109,八德區,1014,0964-0000,441.15,8423,1696
109,八德區,1014,0965-0000,452.5,7964,1602
109,八德區,1014,0966-0000,1101.52,7590,1525
109,八德區,1014,0967-0000,1089,7503,1507
109,八德區,1014,0968-0000,2184.26,7109,1427
109,八德區,1014,0969-0000,1325,8162,1642
109,八德區,1014,0970-0000,1109.95,6000,1200
109,八德區,1014,0971-0000,2837,6000,1200
109,八德區,1014,0971-0001,2838.46,6000,1200
109,八德區,1014,0971-0002,353.66,6000,1200
109,八德區,1014,0972-0000,1045,6000,1200
109,八德區,1014,0972-0001,1046.49,6000,1200
109,八德區,1014,0972-0002,581.83,6000,1200
109,八德區,1014,0973-0000,11242.75,6000,1200
109,八德區,1014,0974-0000,1443.78,6000,1200
109,八德區,1014,0975-0000,1116.48,6000,1200
109,八德區,1014,0976-0000,2533.55,6000,1200
109,八德區,1014,0977-0000,4489.9,6000,1200
109,八德區,1014,0978-0000,2525.1,6000,1200
109,八德區,1014,0979-0000,141.61,10400,2100
109,八德區,1014,0980-0000,92.59,10400,2100
109,八德區,1014,0981-0000,205.7,10400,2100
109,八德區,1014,0982-0000,119.84,10400,2100
109,八德區,1014,0983-0000,90.9,10400,2100
109,八德區,1014,0984-0000,8.02,10400,2100
109,八德區,1014,0985-0000,5.25,10400,2100
109,八德區,1014,0986-0000,9978.13,6336,1269
109,八德區,1014,0987-0000,2182.35,6961,1397
109,八德區,1014,0988-0000,2469.34,6127,1226
109,八德區,1014,0989-0000,1670.52,7598,1527
109,八德區,1014,0990-0000,245.6,6000,1200
109,八德區,1014,0991-0000,97.8,17900,3700
109,八德區,1014,0992-0000,87.33,17900,3700
109,八德區,1014,0993-0000,154.23,17900,3700
109,八德區,1014,0994-0000,91.85,17900,3700
109,八德區,1014,0995-0000,65.07,17900,3700
109,八德區,1014,0996-0000,66.07,17900,3700
109,八德區,1014,0997-0000,66.05,17900,3700
109,八德區,1014,0998-0000,66.18,17900,3700
109,八德區,1014,0999-0000,66.15,17900,3700
109,八德區,1014,1000-0000,66.43,17900,3700
109,八德區,1014,1001-0000,66.01,17900,3700
109,八德區,1014,1002-0000,66.11,17900,3700
109,八德區,1014,1003-0000,66.38,17900,3700
109,八德區,1014,1004-0000,66.06,17900,3700
109,八德區,1014,1005-0000,72.22,17900,3700
109,八德區,1014,1006-0000,5.93,17900,3700
109,八德區,1014,1007-0000,74.12,17900,3700
109,八德區,1014,1008-0000,4.67,17900,3700
109,八德區,1014,1009-0000,66.16,17900,3700
109,八德區,1014,1010-0000,66.09,17900,3700
109,八德區,1014,1011-0000,66.03,17900,3700
109,八德區,1014,1012-0000,66.44,17900,3700
109,八德區,1014,1013-0000,66.47,17900,3700
109,八德區,1014,1014-0000,66.1,17900,3700
109,八德區,1014,1015-0000,66.14,17900,3700
109,八德區,1014,1016-0000,66.02,17900,3700
109,八德區,1014,1017-0000,98.53,17900,3700
109,八德區,1014,1018-0000,31.9,17900,3700
109,八德區,1014,1019-0000,72.62,17900,3700
109,八德區,1014,1020-0000,6.41,17900,3700
109,八德區,1014,1021-0000,70.37,17900,3700
109,八德區,1014,1022-0000,69.78,17900,3700
109,八德區,1014,1023-0000,69.9,17900,3700
109,八德區,1014,1024-0000,69.75,17900,3700
109,八德區,1015,0737-0000,1532.93,6400,1300
109,八德區,1015,0737-0001,119.83,16700,3500
109,八德區,1015,0737-0005,119.83,16700,3500
109,八德區,1015,0737-0006,2975.68,6400,1300
109,八德區,1015,0738-0000,868.08,6400,1300
109,八德區,1014,1132-0000,3939.05,16666,3403
109,八德區,1014,1133-0000,105.11,10676,2195
109,八德區,1014,1134-0000,298.78,15400,3200
109,八德區,1014,1135-0000,25.32,15400,3200
109,八德區,1014,1136-0000,40.41,15400,3200
109,八德區,1014,1137-0000,156.23,15400,3200
109,八德區,1014,1138-0000,13.91,15400,3200
109,八德區,1014,1139-0000,77.14,15400,3200
109,八德區,1014,1140-0000,90.52,15400,3200
109,八德區,1014,1141-0000,286.88,15400,3200
109,八德區,1014,1142-0000,97.36,28757,5940
109,八德區,1014,1143-0000,425.11,17452,3568
109,八德區,1014,1144-0000,155.96,6000,1200
109,八德區,1014,1145-0000,129.4,15700,3200
109,八德區,1014,1146-0000,5412.41,16359,3338
109,八德區,1014,1147-0000,3936.46,17561,3590
109,八德區,1014,1148-0000,552.76,15400,3200
109,八德區,1014,1149-0000,28.52,15400,3200
109,八德區,1014,1150-0000,31.35,15400,3200
109,八德區,1014,1151-0000,113.37,15400,3200
109,八德區,1014,1152-0000,161.5,15400,3200
109,八德區,1014,1153-0000,187.04,12356,2534
109,八德區,1015,0001-0000,65.93,13700,2800
109,八德區,1015,0002-0000,173.77,13700,2800
109,八德區,1015,0003-0000,98.18,13700,2800
109,八德區,1015,0004-0000,144.24,13700,2800
109,八德區,1015,0005-0000,80.41,13700,2800
109,八德區,1015,0006-0000,82.99,13700,2800
109,八德區,1015,0007-0000,323.54,13700,2800
109,八德區,1015,0008-0000,122.49,13700,2800
109,八德區,1015,0009-0000,41.59,13700,2800
109,八德區,1015,0010-0000,2.26,13700,2800
109,八德區,1015,0011-0000,133.79,13700,2800
109,八德區,1015,0012-0000,2.42,13700,2800
109,八德區,1015,0013-0000,153.93,13700,2800
109,八德區,1015,0014-0000,2491.13,8743,1781
109,八德區,1015,0015-0000,710.56,6400,1300
109,八德區,1015,0016-0000,390.05,13700,2800
109,八德區,1015,0017-0000,70.35,13700,2800
109,八德區,1015,0018-0000,101.88,13700,2800
109,八德區,1015,0019-0000,13.12,13700,2800
109,八德區,1015,0020-0000,34.9,13700,2800
109,八德區,1015,0021-0000,1520.75,8819,1797
109,八德區,1015,0022-0000,47.25,13700,2800
109,八德區,1015,0023-0000,36.76,13700,2800
109,八德區,1015,0024-0000,112,13700,2800
109,八德區,1015,0025-0000,174.92,13700,2800
109,八德區,1015,0026-0000,252.01,13700,2800
109,八德區,1015,0027-0000,454.34,13700,2800
109,八德區,1015,0028-0000,290.46,13700,2800
109,八德區,1015,0029-0000,131.14,13700,2800
109,八德區,1015,0030-0000,38.9,13700,2800
109,八德區,1015,0031-0000,17,13700,2800
109,八德區,1015,0032-0000,721.86,13181,2693
109,八德區,1015,0033-0000,115.67,9488,1935
109,八德區,1015,0034-0000,349.55,17552,3620
109,八德區,1015,0035-0000,297.41,23397,4799
109,八德區,1015,0036-0000,662.59,23400,4800
109,八德區,1015,0037-0000,95.42,13700,2800
109,八德區,1015,0038-0000,230.22,13700,2800
109,八德區,1015,0039-0000,558.23,13700,2800
109,八德區,1015,0040-0000,1044.26,13700,2800
109,八德區,1015,0041-0000,878.33,13700,2800
