年份,﻿行政區,段小段,地號,公告現值,公告地價
102,八德區,1034,1435-0000,,1100
102,八德區,1034,1436-0000,,1100
102,八德區,1034,1437-0000,,1100
102,八德區,1034,1438-0000,,1100
102,八德區,1034,1439-0000,,1100
102,八德區,1034,1440-0000,,1100
102,八德區,1034,1441-0000,,1100
102,八德區,1034,1442-0000,,1300
102,八德區,1034,1443-0000,,1300
102,八德區,1034,1444-0000,,1300
102,八德區,1034,1445-0000,,1300
102,八德區,1034,1446-0000,,1300
102,八德區,1034,1447-0000,,1324
102,八德區,1034,1448-0000,,1300
102,八德區,1034,1449-0000,,1312
102,八德區,1034,1450-0000,,1454
102,八德區,1034,1451-0000,,1987
102,八德區,1034,1452-0000,,2100
102,八德區,1034,1453-0000,,1908
102,八德區,1034,1454-0000,,2100
102,八德區,1034,1455-0000,,2100
102,八德區,1034,1456-0000,,2791
102,八德區,1034,1457-0000,,1632
102,八德區,1034,1458-0000,,2600
102,八德區,1034,1459-0000,,2600
102,八德區,1034,1460-0000,,2600
102,八德區,1034,1461-0000,,1251
102,八德區,1034,1462-0000,,2600
102,八德區,1034,1463-0000,,2600
102,八德區,1034,1464-0000,,2600
102,八德區,1034,1465-0000,,2600
102,八德區,1034,1466-0000,,2600
102,八德區,1034,1467-0000,,2598
102,八德區,1034,1468-0000,,2600
102,八德區,1034,1469-0000,,2600
102,八德區,1034,1470-0000,,2600
102,八德區,1034,1471-0000,,2600
102,八德區,1034,1472-0000,,2600
102,八德區,1034,1473-0000,,2600
102,八德區,1034,1474-0000,,2600
102,八德區,1034,1475-0000,,2600
102,八德區,1034,1476-0000,,1100
102,八德區,1034,1477-0000,,1100
102,八德區,1034,1478-0000,,1685
102,八德區,1034,1479-0000,,2200
102,八德區,1034,1480-0000,,2200
102,八德區,1034,1481-0000,,2200
102,八德區,1034,1482-0000,,2200
102,八德區,1034,1483-0000,,2200
102,八德區,1034,1484-0000,,2200
102,八德區,1034,1485-0000,,2200
102,八德區,1034,1486-0000,,2200
102,八德區,1034,1487-0000,,2200
102,八德區,1034,1488-0000,,2200
102,八德區,1034,1489-0000,,2200
102,八德區,1034,1490-0000,,2200
102,八德區,1034,1491-0000,,2200
102,八德區,1034,1492-0000,,2200
102,八德區,1034,1493-0000,,2200
102,八德區,1034,1494-0000,,2200
102,八德區,1034,1495-0000,,2200
102,八德區,1034,1496-0000,,2200
102,八德區,1034,1497-0000,,2200
102,八德區,1034,1498-0000,,2200
102,八德區,1034,1499-0000,,2200
102,八德區,1034,1500-0000,,2065
102,八德區,1034,1501-0000,,1175
102,八德區,1034,1502-0000,,1120
102,八德區,1034,1503-0000,,2600
102,八德區,1034,1504-0000,,1100
102,八德區,1034,1505-0000,,2600
102,八德區,1034,1506-0000,,2600
102,八德區,1034,1507-0000,,2600
102,八德區,1034,1508-0000,,2600
102,八德區,1034,1509-0000,,1100
102,八德區,1034,1510-0000,,2600
102,八德區,1034,1511-0000,,2600
102,八德區,1034,1512-0000,,2600
102,八德區,1034,1513-0000,,2600
102,八德區,1034,1514-0000,,2600
102,八德區,1034,1515-0000,,2600
102,八德區,1034,1516-0000,,1317
102,八德區,1034,1517-0000,,2600
102,八德區,1034,1518-0000,,2600
102,八德區,1034,1519-0000,,2600
102,八德區,1034,1520-0000,,2600
102,八德區,1034,1521-0000,,2802
102,八德區,1034,1522-0000,,3254
102,八德區,1034,1523-0000,,3060
102,八德區,1034,1524-0000,,2100
102,八德區,1034,1525-0000,,1599
102,八德區,1034,1526-0000,,2100
102,八德區,1034,1527-0000,,2100
102,八德區,1034,1528-0000,,2100
102,八德區,1034,1529-0000,,2100
102,八德區,1034,1530-0000,,1699
102,八德區,1034,1531-0000,,1302
102,八德區,1034,1532-0000,,1315
102,八德區,1034,1533-0000,,1300
102,八德區,1034,1534-0000,,1300
102,八德區,1034,1535-0000,,1300
102,八德區,1034,1536-0000,,1300
102,八德區,1034,1537-0000,,1300
102,八德區,1034,1538-0000,,1300
102,八德區,1034,1539-0000,,1300
102,八德區,1034,1540-0000,,1100
102,八德區,1034,1541-0000,,1100
102,八德區,1034,1542-0000,,1590
102,八德區,1034,1543-0000,,1637
102,八德區,1034,1544-0000,,3100
102,八德區,1034,1545-0000,,2100
102,八德區,1034,1546-0000,,2100
102,八德區,1034,1547-0000,,2100
102,八德區,1034,1548-0000,,2100
102,八德區,1034,1549-0000,,2100
102,八德區,1034,1550-0000,,2100
102,八德區,1034,1551-0000,,2100
102,八德區,1034,1552-0000,,2100
102,八德區,1034,1553-0000,,1103
102,八德區,1034,1554-0000,,1100
102,八德區,1034,1555-0000,,1100
102,八德區,1034,1556-0000,,1100
102,八德區,1034,1557-0000,,1100
102,八德區,1034,1558-0000,,2700
102,八德區,1034,1559-0000,,2200
102,八德區,1035,0001-0000,,2100
102,八德區,1035,0002-0000,,2100
102,八德區,1035,0003-0000,,1642
102,八德區,1035,0004-0000,,2091
102,八德區,1035,0005-0000,,1779
102,八德區,1035,0006-0000,,2100
102,八德區,1035,0007-0000,,2100
102,八德區,1035,0008-0000,,1560
102,八德區,1035,0010-0000,,2100
102,八德區,1035,0011-0000,,1824
102,八德區,1035,0012-0000,,1100
102,八德區,1035,0013-0000,,1100
102,八德區,1035,0014-0000,,2300
102,八德區,1035,0015-0000,,1100
102,八德區,1035,0016-0000,,1100
102,八德區,1035,0017-0000,,2300
102,八德區,1035,0018-0000,,2300
102,八德區,1035,0019-0000,,2300
102,八德區,1035,0020-0000,,2300
102,八德區,1035,0021-0000,,2300
102,八德區,1035,0022-0000,,2300
102,八德區,1035,0023-0000,,2300
102,八德區,1035,0024-0000,,2300
102,八德區,1035,0025-0000,,2300
102,八德區,1035,0026-0000,,2300
102,八德區,1035,0027-0000,,2300
102,八德區,1035,0028-0000,,1100
102,八德區,1035,0029-0000,,1700
102,八德區,1035,0030-0000,,2300
102,八德區,1035,0031-0000,,1100
102,八德區,1035,0032-0000,,2200
102,八德區,1035,0033-0000,,2200
102,八德區,1035,0034-0000,,2200
102,八德區,1035,0035-0000,,2200
102,八德區,1035,0036-0000,,1100
102,八德區,1035,0037-0000,,2200
102,八德區,1035,0038-0000,,2200
102,八德區,1035,0039-0000,,2200
102,八德區,1035,0040-0000,,2200
102,八德區,1035,0041-0000,,2200
102,八德區,1035,0042-0000,,2200
102,八德區,1035,0043-0000,,2200
102,八德區,1035,0044-0000,,2200
102,八德區,1035,0045-0000,,2200
102,八德區,1035,0046-0000,,2200
102,八德區,1035,0047-0000,,2200
102,八德區,1035,0048-0000,,2200
102,八德區,1035,0049-0000,,2166
102,八德區,1035,0050-0000,,1100
102,八德區,1035,0051-0000,,1100
102,八德區,1035,0052-0000,,1100
102,八德區,1035,0053-0000,,1100
102,八德區,1035,0054-0000,,1100
102,八德區,1035,0055-0000,,1704
102,八德區,1035,0056-0000,,1115
102,八德區,1035,0057-0000,,1506
102,八德區,1035,0058-0000,,1552
102,八德區,1035,0059-0000,,2100
102,八德區,1035,0060-0000,,2100
102,八德區,1035,0061-0000,,2100
102,八德區,1035,0062-0000,,2100
102,八德區,1035,0063-0000,,2100
102,八德區,1035,0064-0000,,2100
102,八德區,1035,0065-0000,,2100
102,八德區,1035,0066-0000,,1378
102,八德區,1035,0067-0000,,1100
102,八德區,1035,0068-0000,,1722
102,八德區,1035,0069-0000,,2097
102,八德區,1035,0070-0000,,1100
102,八德區,1035,0071-0000,,1100
102,八德區,1035,0072-0000,,1100
102,八德區,1035,0073-0000,,2018
102,八德區,1035,0074-0000,,1100
102,八德區,1035,0075-0000,,1815
102,八德區,1035,0076-0000,,2100
102,八德區,1035,0077-0000,,2100
102,八德區,1035,0078-0000,,2100
102,八德區,1035,0079-0000,,2100
102,八德區,1035,0080-0000,,2100
102,八德區,1035,0081-0000,,2100
102,八德區,1035,0082-0000,,2100
102,八德區,1035,0083-0000,,3713
102,八德區,1035,0084-0000,,2300
102,八德區,1035,0133-0000,,1100
102,八德區,1035,0134-0000,,1100
102,八德區,1035,0135-0000,,1100
102,八德區,1035,0136-0000,,1100
102,八德區,1035,0137-0000,,2300
102,八德區,1035,0138-0000,,2300
102,八德區,1035,0139-0000,,2300
102,八德區,1035,0140-0000,,2300
102,八德區,1035,0141-0000,,1100
102,八德區,1035,0142-0000,,1100
102,八德區,1035,0143-0000,,1100
102,八德區,1035,0144-0000,,1100
102,八德區,1035,0145-0000,,1100
102,八德區,1035,0146-0000,,1100
102,八德區,1035,0147-0000,,1100
102,八德區,1035,0148-0000,,1100
102,八德區,1035,0149-0000,,1100
102,八德區,1035,0150-0000,,1100
102,八德區,1035,0151-0000,,1100
102,八德區,1035,0152-0000,,1100
102,八德區,1035,0153-0000,,1100
102,八德區,1035,0154-0000,,1100
102,八德區,1035,0155-0000,,1100
102,八德區,1035,0156-0000,,1100
102,八德區,1035,0157-0000,,1100
102,八德區,1035,0158-0000,,2200
102,八德區,1035,0159-0000,,1100
102,八德區,1035,0160-0000,,1100
102,八德區,1035,0161-0000,,1100
102,八德區,1035,0162-0000,,2200
102,八德區,1035,0163-0000,,2200
102,八德區,1035,0164-0000,,1100
102,八德區,1035,0165-0000,,1100
102,八德區,1035,0166-0000,,1100
102,八德區,1035,0167-0000,,2100
102,八德區,1035,0168-0000,,1100
102,八德區,1035,0169-0000,,1100
102,八德區,1035,0170-0000,,1100
102,八德區,1035,0171-0000,,1100
102,八德區,1035,0172-0000,,1100
102,八德區,1035,0173-0000,,1100
102,八德區,1035,0174-0000,,1100
102,八德區,1035,0175-0000,,1100
102,八德區,1035,0176-0000,,1100
102,八德區,1035,0177-0000,,1100
102,八德區,1035,0178-0000,,1100
102,八德區,1035,0179-0000,,1100
102,八德區,1035,0180-0000,,1100
102,八德區,1035,0181-0000,,1100
102,八德區,1035,0182-0000,,1100
102,八德區,1035,0183-0000,,2300
102,八德區,1035,0184-0000,,2300
102,八德區,1035,0185-0000,,2300
102,八德區,1035,0186-0000,,2300
102,八德區,1035,0187-0000,,2300
102,八德區,1035,0188-0000,,2300
102,八德區,1035,0189-0000,,2300
102,八德區,1035,0190-0000,,2300
102,八德區,1035,0191-0000,,2300
102,八德區,1035,0192-0000,,1100
102,八德區,1035,0193-0000,,1100
102,八德區,1035,0194-0000,,1600
102,八德區,1035,0195-0000,,1100
102,八德區,1035,0196-0000,,1100
102,八德區,1035,0197-0000,,1100
102,八德區,1035,0198-0000,,1100
102,八德區,1035,0199-0000,,
102,八德區,1035,0200-0000,,1100
102,八德區,1035,0201-0000,,
102,八德區,1035,0202-0000,,
102,八德區,1035,0203-0000,,
102,八德區,1035,0204-0000,,
102,八德區,1035,0205-0000,,1100
102,八德區,1035,0206-0000,,1100
102,八德區,1035,0207-0000,,1100
102,八德區,1035,0208-0000,,1100
102,八德區,1035,0209-0000,,2300
102,八德區,1035,0210-0000,,1100
102,八德區,1035,0211-0000,,1100
102,八德區,1035,0212-0000,,2300
102,八德區,1035,0213-0000,,
102,八德區,1035,0214-0000,,
102,八德區,1035,0215-0000,,
102,八德區,1035,0216-0000,,
102,八德區,1035,0217-0000,,
102,八德區,1035,0218-0000,,
102,八德區,1035,0219-0000,,1100
102,八德區,1035,0220-0000,,1100
102,八德區,1035,0221-0000,,1100
102,八德區,1035,0222-0000,,1100
102,八德區,1035,0223-0000,,1100
102,八德區,1035,0224-0000,,1100
102,八德區,1035,0225-0000,,2300
102,八德區,1035,0226-0000,,1100
102,八德區,1035,0227-0000,,1100
102,八德區,1035,0228-0000,,1100
102,八德區,1035,0229-0000,,1100
102,八德區,1035,0230-0000,,1100
102,八德區,1035,0231-0000,,1100
102,八德區,1035,0232-0000,,1100
102,八德區,1035,0233-0000,,1100
102,八德區,1035,0234-0000,,1100
102,八德區,1035,0235-0000,,1100
102,八德區,1035,0236-0000,,1100
102,八德區,1035,0237-0000,,1100
102,八德區,1035,0238-0000,,
102,八德區,1035,0239-0000,,1100
102,八德區,1035,0240-0000,,1100
102,八德區,1035,0241-0000,,1100
102,八德區,1035,0242-0000,,1100
102,八德區,1035,0243-0000,,1100
102,八德區,1035,0244-0000,,2800
102,八德區,1035,0245-0000,,2800
102,八德區,1035,0246-0000,,1100
102,八德區,1035,0247-0000,,2800
102,八德區,1035,0248-0000,,2800
102,八德區,1035,0249-0000,,2800
102,八德區,1035,0250-0000,,1100
102,八德區,1035,0251-0000,,1385
102,八德區,1035,0252-0000,,2800
102,八德區,1035,0253-0000,,1300
102,八德區,1035,0254-0000,,2800
102,八德區,1035,0255-0000,,2800
102,八德區,1035,0256-0000,,2800
102,八德區,1035,0257-0000,,2292
102,八德區,1035,0258-0000,,2800
102,八德區,1035,0259-0000,,2800
102,八德區,1035,0260-0000,,1300
102,八德區,1035,0261-0000,,1369
102,八德區,1035,0262-0000,,1300
102,八德區,1035,0263-0000,,1300
102,八德區,1035,0264-0000,,1300
102,八德區,1035,0265-0000,,1300
102,八德區,1035,0266-0000,,1300
102,八德區,1035,0267-0000,,1300
102,八德區,1035,0268-0000,,1300
102,八德區,1035,0269-0000,,
102,八德區,1035,0270-0000,,1300
102,八德區,1035,0271-0000,,1300
102,八德區,1035,0272-0000,,1300
102,八德區,1035,0273-0000,,1300
102,八德區,1035,0274-0000,,1300
102,八德區,1035,0275-0000,,1300
102,八德區,1035,0276-0000,,1300
102,八德區,1035,0277-0000,,1300
102,八德區,1035,0278-0000,,1300
102,八德區,1035,0279-0000,,1300
102,八德區,1035,0280-0000,,1300
102,八德區,1035,0281-0000,,1300
102,八德區,1035,0282-0000,,1300
102,八德區,1035,0283-0000,,1300
102,八德區,1035,0284-0000,,1300
102,八德區,1035,0285-0000,,1300
102,八德區,1035,0286-0000,,1300
102,八德區,1035,0287-0000,,1300
102,八德區,1035,0288-0000,,1300
102,八德區,1035,0289-0000,,
102,八德區,1035,0290-0000,,
102,八德區,1035,0292-0000,,1300
102,八德區,1035,0293-0000,,3300
102,八德區,1035,0294-0000,,1300
102,八德區,1035,0295-0000,,3300
102,八德區,1035,0296-0000,,3300
102,八德區,1035,0297-0000,,3300
102,八德區,1035,0298-0000,,3300
102,八德區,1035,0299-0000,,3300
102,八德區,1035,0300-0000,,3300
102,八德區,1035,0301-0000,,3300
102,八德區,1035,0302-0000,,3300
102,八德區,1035,0303-0000,,3300
102,八德區,1035,0304-0000,,3300
102,八德區,1035,0305-0000,,3300
102,八德區,1035,0306-0000,,3300
102,八德區,1035,0307-0000,,3300
102,八德區,1035,0308-0000,,3300
102,八德區,1035,0309-0000,,3300
102,八德區,1035,0310-0000,,3300
102,八德區,1035,0311-0000,,3300
102,八德區,1035,0312-0000,,3300
102,八德區,1035,0313-0000,,3300
102,八德區,1035,0314-0000,,3300
102,八德區,1035,0315-0000,,3300
102,八德區,1035,0316-0000,,3300
102,八德區,1035,0317-0000,,3300
102,八德區,1035,0318-0000,,3300
102,八德區,1035,0319-0000,,3300
102,八德區,1035,0320-0000,,3300
102,八德區,1035,0321-0000,,3300
102,八德區,1035,0322-0000,,3300
102,八德區,1035,0323-0000,,3300
102,八德區,1035,0324-0000,,3300
102,八德區,1035,0325-0000,,3300
102,八德區,1035,0326-0000,,3300
102,八德區,1035,0327-0000,,3300
102,八德區,1035,0328-0000,,3300
102,八德區,1035,0329-0000,,3300
102,八德區,1035,0330-0000,,3300
102,八德區,1035,0331-0000,,3300
102,八德區,1035,0332-0000,,3300
102,八德區,1035,0333-0000,,3300
102,八德區,1035,0334-0000,,3300
102,八德區,1035,0350-0000,,3300
102,八德區,1035,0351-0000,,3300
102,八德區,1035,0352-0000,,3300
102,八德區,1035,0353-0000,,3300
102,八德區,1035,0354-0000,,1300
102,八德區,1035,0355-0000,,1300
102,八德區,1035,0356-0000,,3100
102,八德區,1035,0357-0000,,1300
102,八德區,1035,0358-0000,,1300
102,八德區,1035,0359-0000,,3300
102,八德區,1035,0360-0000,,1300
102,八德區,1035,0361-0000,,1300
102,八德區,1035,0362-0000,,1300
102,八德區,1035,0363-0000,,1300
102,八德區,1035,0364-0000,,1300
102,八德區,1035,0365-0000,,1421
102,八德區,1035,0366-0000,,1300
102,八德區,1035,0367-0000,,1557
102,八德區,1035,0368-0000,,1300
102,八德區,1035,0369-0000,,1300
102,八德區,1035,0370-0000,,1751
102,八德區,1035,0371-0000,,1642
102,八德區,1035,0372-0000,,1781
102,八德區,1035,0373-0000,,2400
102,八德區,1035,0374-0000,,2400
102,八德區,1035,0375-0000,,2400
102,八德區,1035,0376-0000,,2400
102,八德區,1035,0377-0000,,2400
102,八德區,1035,0378-0000,,2400
102,八德區,1035,0379-0000,,2400
102,八德區,1035,0380-0000,,2400
102,八德區,1035,0381-0000,,2400
102,八德區,1035,0382-0000,,2400
102,八德區,1035,0383-0000,,1718
102,八德區,1035,0384-0000,,2321
102,八德區,1035,0385-0000,,2400
102,八德區,1035,0386-0000,,2400
102,八德區,1035,0387-0000,,2400
102,八德區,1035,0388-0000,,2400
102,八德區,1035,0389-0000,,2400
102,八德區,1035,0390-0000,,2400
102,八德區,1035,0391-0000,,2400
102,八德區,1035,0392-0000,,2400
102,八德區,1035,0393-0000,,2400
102,八德區,1035,0394-0000,,2400
102,八德區,1035,0395-0000,,2400
102,八德區,1035,0396-0000,,1517
102,八德區,1035,0397-0000,,3496
102,八德區,1035,0402-0000,,
102,八德區,1035,0403-0000,,1676
102,八德區,1035,0404-0000,,2400
102,八德區,1035,0405-0000,,2400
102,八德區,1035,0406-0000,,2400
102,八德區,1035,0407-0000,,2400
102,八德區,1035,0408-0000,,2400
102,八德區,1035,0409-0000,,2400
102,八德區,1035,0410-0000,,2400
102,八德區,1035,0411-0000,,2400
102,八德區,1035,0412-0000,,2396
102,八德區,1035,0413-0000,,2131
102,八德區,1035,0414-0000,,1933
102,八德區,1035,0415-0000,,1775
102,八德區,1035,0416-0000,,1720
102,八德區,1035,0417-0000,,1687
102,八德區,1035,0418-0000,,1529
102,八德區,1035,0419-0000,,2400
102,八德區,1035,0420-0000,,2400
102,八德區,1035,0421-0000,,2400
102,八德區,1035,0422-0000,,2400
102,八德區,1035,0423-0000,,2400
102,八德區,1035,0424-0000,,2400
102,八德區,1035,0425-0000,,2400
102,八德區,1035,0426-0000,,2400
102,八德區,1035,0427-0000,,2400
102,八德區,1035,0428-0000,,2400
102,八德區,1035,0429-0000,,2348
102,八德區,1035,0430-0000,,2400
102,八德區,1035,0431-0000,,2400
102,八德區,1035,0432-0000,,2400
102,八德區,1035,0433-0000,,1544
102,八德區,1035,0434-0000,,1546
102,八德區,1035,0435-0000,,1546
102,八德區,1035,0436-0000,,1300
102,八德區,1035,0437-0000,,1300
102,八德區,1035,0438-0000,,1300
102,八德區,1035,0439-0000,,1300
102,八德區,1035,0440-0000,,1300
102,八德區,1035,0441-0000,,1300
102,八德區,1035,0442-0000,,1300
102,八德區,1035,0443-0000,,2519
102,八德區,1035,0444-0000,,1684
102,八德區,1035,0445-0000,,1712
102,八德區,1035,0446-0000,,1735
102,八德區,1035,0447-0000,,1743
102,八德區,1035,0448-0000,,1757
102,八德區,1035,0449-0000,,1790
102,八德區,1035,0450-0000,,1789
102,八德區,1035,0451-0000,,1777
102,八德區,1035,0452-0000,,1815
102,八德區,1035,0453-0000,,1830
102,八德區,1035,0454-0000,,1830
102,八德區,1035,0455-0000,,1835
102,八德區,1035,0456-0000,,1820
102,八德區,1035,0457-0000,,1831
102,八德區,1035,0458-0000,,2400
102,八德區,1035,0459-0000,,2400
102,八德區,1035,0460-0000,,2400
102,八德區,1035,0461-0000,,2400
102,八德區,1035,0462-0000,,1471
102,八德區,1035,0463-0000,,1000
102,八德區,1035,0464-0000,,1000
102,八德區,1035,0465-0000,,1000
102,八德區,1035,0466-0000,,1000
102,八德區,1035,0467-0000,,1350
102,八德區,1035,0468-0000,,1430
102,八德區,1035,0469-0000,,1000
102,八德區,1035,0470-0000,,3361
102,八德區,1035,0471-0000,,2400
102,八德區,1035,0472-0000,,2400
102,八德區,1035,0473-0000,,2400
102,八德區,1035,0474-0000,,4800
102,八德區,1035,0475-0000,,2400
102,八德區,1035,0476-0000,,2400
102,八德區,1035,0477-0000,,2400
102,八德區,1035,0478-0000,,2400
102,八德區,1035,0479-0000,,2400
102,八德區,1035,0480-0000,,1153
102,八德區,1035,0481-0000,,1003
102,八德區,1035,0482-0000,,2367
102,八德區,1035,0483-0000,,1000
102,八德區,1035,0484-0000,,2208
102,八德區,1035,0485-0000,,2083
102,八德區,1035,0486-0000,,1000
102,八德區,1035,0487-0000,,1000
