年份,﻿行政區,段小段,地號,公告現值,公告地價
102,八德區,1035,0488-0000,,1887
102,八德區,1035,0489-0000,,1955
102,八德區,1035,0490-0000,,2400
102,八德區,1035,0491-0000,,1006
102,八德區,1035,0492-0000,,1028
102,八德區,1035,0493-0000,,1627
102,八德區,1035,0494-0000,,2400
102,八德區,1035,0495-0000,,2400
102,八德區,1035,0496-0000,,1629
102,八德區,1035,0497-0000,,1677
102,八德區,1035,0498-0000,,1700
102,八德區,1035,0499-0000,,1756
102,八德區,1035,0500-0000,,1774
102,八德區,1035,0501-0000,,1781
102,八德區,1035,0502-0000,,1759
102,八德區,1035,0503-0000,,1768
102,八德區,1035,0504-0000,,1768
102,八德區,1035,0505-0000,,1754
102,八德區,1035,0506-0000,,1740
102,八德區,1035,0507-0000,,1696
102,八德區,1035,0508-0000,,3676
102,八德區,1035,0509-0000,,1700
102,八德區,1035,0510-0000,,1765
102,八德區,1035,0511-0000,,1751
102,八德區,1035,0512-0000,,1763
102,八德區,1035,0513-0000,,1741
102,八德區,1035,0514-0000,,1723
102,八德區,1035,0515-0000,,1720
102,八德區,1035,0516-0000,,1679
102,八德區,1035,0517-0000,,1692
102,八德區,1035,0518-0000,,1681
102,八德區,1035,0519-0000,,1663
102,八德區,1035,0520-0000,,1638
102,八德區,1035,0521-0000,,1660
102,八德區,1035,0522-0000,,3637
102,八德區,1035,0523-0000,,1633
102,八德區,1035,0524-0000,,3578
102,八德區,1035,0525-0000,,3543
102,八德區,1035,0526-0000,,1590
102,八德區,1035,0527-0000,,1599
102,八德區,1035,0528-0000,,1578
102,八德區,1035,0529-0000,,1568
102,八德區,1035,0530-0000,,3700
102,八德區,1035,0531-0000,,3469
102,八德區,1035,0532-0000,,3553
102,八德區,1035,0533-0000,,3687
102,八德區,1035,0534-0000,,2400
102,八德區,1035,0535-0000,,1278
102,八德區,1035,0536-0000,,1000
102,八德區,1035,0537-0000,,1000
102,八德區,1035,0538-0000,,1000
102,八德區,1035,0539-0000,,1000
102,八德區,1035,0540-0000,,1000
102,八德區,1035,0541-0000,,1000
102,八德區,1035,0542-0000,,1000
102,八德區,1035,0543-0000,,1000
102,八德區,1035,0544-0000,,1000
102,八德區,1035,0545-0000,,1000
102,八德區,1035,0546-0000,,1000
102,八德區,1035,0547-0000,,2600
102,八德區,1035,0548-0000,,2600
102,八德區,1035,0549-0000,,1000
102,八德區,1035,0550-0000,,1000
102,八德區,1035,0551-0000,,1000
102,八德區,1035,0552-0000,,2600
102,八德區,1035,0553-0000,,1000
102,八德區,1035,0554-0000,,1000
102,八德區,1035,0555-0000,,1000
102,八德區,1035,0556-0000,,1000
102,八德區,1035,0557-0000,,1000
102,八德區,1035,0558-0000,,1000
102,八德區,1035,0559-0000,,1000
102,八德區,1035,0560-0000,,1000
102,八德區,1035,0561-0000,,1000
102,八德區,1035,0562-0000,,1000
102,八德區,1035,0563-0000,,1000
102,八德區,1035,0564-0000,,1000
102,八德區,1035,0565-0000,,1000
102,八德區,1035,0566-0000,,1000
102,八德區,1035,0567-0000,,1000
102,八德區,1035,0568-0000,,1000
102,八德區,1035,0569-0000,,1000
102,八德區,1035,0570-0000,,1000
102,八德區,1035,0571-0000,,1000
102,八德區,1035,0572-0000,,1000
102,八德區,1035,0573-0000,,1000
102,八德區,1035,0574-0000,,1000
102,八德區,1035,0575-0000,,1000
102,八德區,1035,0576-0000,,1000
102,八德區,1035,0577-0000,,1000
102,八德區,1035,0578-0000,,1000
102,八德區,1035,0579-0000,,1000
102,八德區,1035,0580-0000,,1000
102,八德區,1035,0581-0000,,1000
102,八德區,1035,0582-0000,,1000
102,八德區,1035,0583-0000,,1000
102,八德區,1035,0584-0000,,1000
102,八德區,1035,0585-0000,,1000
102,八德區,1035,0586-0000,,1000
102,八德區,1035,0587-0000,,1000
102,八德區,1035,0588-0000,,1000
102,八德區,1035,0598-0000,,2600
102,八德區,1035,0599-0000,,2600
102,八德區,1035,0600-0000,,2769
102,八德區,1035,0601-0000,,2600
102,八德區,1035,0602-0000,,2600
102,八德區,1035,0603-0000,,2600
102,八德區,1035,0604-0000,,2600
102,八德區,1035,0605-0000,,2600
102,八德區,1035,0606-0000,,2600
102,八德區,1035,0607-0000,,2600
102,八德區,1035,0608-0000,,2600
102,八德區,1035,0609-0000,,2600
102,八德區,1035,0610-0000,,2600
102,八德區,1035,0611-0000,,2600
102,八德區,1035,0612-0000,,1678
102,八德區,1035,0613-0000,,1812
102,八德區,1035,0614-0000,,2200
102,八德區,1035,0615-0000,,2200
102,八德區,1035,0616-0000,,2131
102,八德區,1035,0617-0000,,2200
102,八德區,1035,0618-0000,,2200
102,八德區,1035,0619-0000,,2200
102,八德區,1035,0620-0000,,2200
102,八德區,1035,0621-0000,,2200
102,八德區,1035,0622-0000,,2200
102,八德區,1035,0623-0000,,2200
102,八德區,1035,0624-0000,,2200
102,八德區,1035,0625-0000,,2200
102,八德區,1035,0626-0000,,2200
102,八德區,1035,0627-0000,,2200
102,八德區,1035,0628-0000,,2053
102,八德區,1035,0629-0000,,2045
102,八德區,1035,0630-0000,,2665
102,八德區,1035,0631-0000,,4289
102,八德區,1035,0632-0000,,1000
102,八德區,1035,0633-0000,,1000
102,八德區,1035,0634-0000,,1010
102,八德區,1035,0635-0000,,1053
102,八德區,1035,0636-0000,,1312
102,八德區,1035,0637-0000,,2193
102,八德區,1035,0638-0000,,2200
102,八德區,1035,0639-0000,,2200
102,八德區,1035,0640-0000,,2200
102,八德區,1035,0641-0000,,2200
102,八德區,1035,0642-0000,,2200
102,八德區,1035,0643-0000,,2200
102,八德區,1035,0644-0000,,2200
102,八德區,1035,0645-0000,,2200
102,八德區,1035,0646-0000,,2200
102,八德區,1035,0647-0000,,2200
102,八德區,1035,0648-0000,,2200
102,八德區,1035,0649-0000,,1960
102,八德區,1035,0650-0000,,2067
102,八德區,1035,0651-0000,,1146
102,八德區,1035,0652-0000,,1347
102,八德區,1035,0653-0000,,1000
102,八德區,1035,0654-0000,,1058
102,八德區,1035,0655-0000,,1000
102,八德區,1035,0656-0000,,1000
102,八德區,1035,0657-0000,,1000
102,八德區,1035,0658-0000,,1000
102,八德區,1035,0659-0000,,1134
102,八德區,1035,0660-0000,,1718
102,八德區,1035,0661-0000,,1740
102,八德區,1035,0662-0000,,1711
102,八德區,1035,0663-0000,,1715
102,八德區,1035,0664-0000,,1723
102,八德區,1035,0665-0000,,1715
102,八德區,1035,0666-0000,,1723
102,八德區,1035,0667-0000,,1715
102,八德區,1035,0668-0000,,1728
102,八德區,1035,0669-0000,,2200
102,八德區,1035,0670-0000,,2793
102,八德區,1035,0671-0000,,2500
102,八德區,1035,0672-0000,,1000
102,八德區,1035,0673-0000,,1000
102,八德區,1035,0674-0000,,1000
102,八德區,1035,0675-0000,,1000
102,八德區,1035,0676-0000,,1000
102,八德區,1035,0677-0000,,1000
102,八德區,1035,0678-0000,,2600
102,八德區,1035,0679-0000,,1000
102,八德區,1035,0680-0000,,3200
102,八德區,1035,0681-0000,,3200
102,八德區,1035,0682-0000,,3200
102,八德區,1035,0683-0000,,3200
102,八德區,1035,0684-0000,,3200
102,八德區,1035,0685-0000,,3200
102,八德區,1035,0686-0000,,3200
102,八德區,1035,0687-0000,,3200
102,八德區,1035,0688-0000,,3200
102,八德區,1035,0689-0000,,3200
102,八德區,1035,0690-0000,,3200
102,八德區,1035,0691-0000,,3200
102,八德區,1035,0692-0000,,3200
102,八德區,1035,0693-0000,,3200
102,八德區,1035,0694-0000,,3200
102,八德區,1035,0695-0000,,3200
102,八德區,1035,0696-0000,,3200
102,八德區,1035,0697-0000,,3200
102,八德區,1035,0698-0000,,3200
102,八德區,1035,0699-0000,,3200
102,八德區,1035,0700-0000,,3200
102,八德區,1035,0701-0000,,3200
102,八德區,1035,0702-0000,,3200
102,八德區,1035,0703-0000,,3200
102,八德區,1035,0704-0000,,3200
102,八德區,1035,0705-0000,,3200
102,八德區,1035,0706-0000,,3200
102,八德區,1035,0707-0000,,3200
102,八德區,1035,0708-0000,,3200
102,八德區,1035,0709-0000,,3200
102,八德區,1035,0710-0000,,3200
102,八德區,1035,0711-0000,,3200
102,八德區,1035,0712-0000,,3200
102,八德區,1035,0713-0000,,3200
102,八德區,1035,0714-0000,,3200
102,八德區,1035,0715-0000,,3200
102,八德區,1035,0716-0000,,3200
102,八德區,1035,0717-0000,,3200
102,八德區,1035,0718-0000,,3200
102,八德區,1035,0719-0000,,3200
102,八德區,1035,0720-0000,,3200
102,八德區,1035,0721-0000,,3200
102,八德區,1035,0722-0000,,3200
102,八德區,1035,0723-0000,,3200
102,八德區,1035,0724-0000,,3200
102,八德區,1035,0725-0000,,3200
102,八德區,1035,0726-0000,,3200
102,八德區,1035,0727-0000,,3200
102,八德區,1035,0728-0000,,3200
102,八德區,1035,0729-0000,,3200
102,八德區,1035,0730-0000,,3200
102,八德區,1035,0731-0000,,3200
102,八德區,1035,0732-0000,,3200
102,八德區,1035,0733-0000,,3200
102,八德區,1035,0734-0000,,3200
102,八德區,1035,0735-0000,,3200
102,八德區,1035,0736-0000,,3200
102,八德區,1035,0737-0000,,3200
102,八德區,1035,0738-0000,,3200
102,八德區,1035,0739-0000,,3200
102,八德區,1035,0740-0000,,3200
102,八德區,1035,0741-0000,,3200
102,八德區,1035,0742-0000,,3200
102,八德區,1035,0743-0000,,3200
102,八德區,1035,0744-0000,,3200
102,八德區,1035,0745-0000,,3200
102,八德區,1035,0746-0000,,3200
102,八德區,1035,0747-0000,,3200
102,八德區,1035,0748-0000,,3200
102,八德區,1035,0749-0000,,3200
102,八德區,1035,0750-0000,,3200
102,八德區,1035,0751-0000,,3200
102,八德區,1035,0752-0000,,4198
102,八德區,1035,0753-0000,,4300
102,八德區,1035,0754-0000,,4300
102,八德區,1035,0755-0000,,4099
102,八德區,1035,0756-0000,,4039
102,八德區,1035,0757-0000,,4012
102,八德區,1035,0758-0000,,3940
102,八德區,1035,0759-0000,,3873
102,八德區,1035,0760-0000,,2200
102,八德區,1035,0761-0000,,4300
102,八德區,1035,0762-0000,,4300
102,八德區,1035,0763-0000,,4206
102,八德區,1035,0764-0000,,3200
102,八德區,1035,0765-0000,,3200
102,八德區,1035,0766-0000,,3200
102,八德區,1035,0767-0000,,3200
102,八德區,1035,0768-0000,,3271
102,八德區,1035,0769-0000,,3200
102,八德區,1035,0770-0000,,3200
102,八德區,1035,0771-0000,,3200
102,八德區,1035,0772-0000,,3200
102,八德區,1035,0773-0000,,3200
102,八德區,1035,0774-0000,,3200
102,八德區,1035,0775-0000,,3200
102,八德區,1035,0776-0000,,3200
102,八德區,1035,0777-0000,,3200
102,八德區,1035,0778-0000,,3200
102,八德區,1035,0779-0000,,3200
102,八德區,1035,0780-0000,,3200
102,八德區,1035,0781-0000,,3200
102,八德區,1035,0782-0000,,3200
102,八德區,1035,0783-0000,,3200
102,八德區,1035,0784-0000,,3200
102,八德區,1035,0785-0000,,3200
102,八德區,1035,0786-0000,,3200
102,八德區,1035,0787-0000,,3200
102,八德區,1035,0788-0000,,3200
102,八德區,1035,0789-0000,,3200
102,八德區,1035,0790-0000,,3200
102,八德區,1035,0791-0000,,3200
102,八德區,1035,0792-0000,,3200
102,八德區,1035,0793-0000,,4239
102,八德區,1035,0794-0000,,4225
102,八德區,1035,0795-0000,,3771
102,八德區,1035,0796-0000,,1422
102,八德區,1035,0797-0000,,2895
102,八德區,1035,0798-0000,,3990
102,八德區,1035,0799-0000,,1000
102,八德區,1035,0800-0000,,2200
102,八德區,1035,0801-0000,,1279
102,八德區,1035,0802-0000,,1873
102,八德區,1035,0803-0000,,2200
102,八德區,1035,0804-0000,,1893
102,八德區,1035,0805-0000,,1400
102,八德區,1035,0806-0000,,1400
102,八德區,1035,0807-0000,,1134
102,八德區,1035,0808-0000,,1000
102,八德區,1035,0809-0000,,1131
102,八德區,1035,0810-0000,,1000
102,八德區,1035,0811-0000,,1166
102,八德區,1035,0812-0000,,1000
102,八德區,1035,0813-0000,,1022
102,八德區,1035,0814-0000,,1337
102,八德區,1035,0815-0000,,1400
102,八德區,1035,0816-0000,,1220
102,八德區,1035,0817-0000,,1400
102,八德區,1035,0818-0000,,1400
102,八德區,1035,0819-0000,,1400
102,八德區,1035,0820-0000,,1400
102,八德區,1035,0821-0000,,1400
102,八德區,1035,0822-0000,,1400
102,八德區,1035,0823-0000,,1400
102,八德區,1035,0824-0000,,1400
102,八德區,1035,0825-0000,,1400
102,八德區,1035,0826-0000,,1400
102,八德區,1035,0827-0000,,1400
102,八德區,1035,0828-0000,,1400
102,八德區,1035,0829-0000,,1400
102,八德區,1035,0830-0000,,1033
102,八德區,1035,0831-0000,,1023
102,八德區,1035,0832-0000,,1037
102,八德區,1035,0833-0000,,1000
102,八德區,1035,0834-0000,,1000
102,八德區,1035,0835-0000,,1000
102,八德區,1035,0836-0000,,1000
102,八德區,1035,0837-0000,,1000
102,八德區,1035,0838-0000,,1000
102,八德區,1035,0895-0000,,2857
102,八德區,1035,0896-0000,,2843
102,八德區,1035,0897-0000,,4267
102,八德區,1035,0898-0000,,4263
102,八德區,1035,0899-0000,,4269
102,八德區,1035,0900-0000,,3784
102,八德區,1035,0901-0000,,3500
102,八德區,1035,0902-0000,,3500
102,八德區,1035,0903-0000,,3500
102,八德區,1035,0904-0000,,3500
102,八德區,1035,0905-0000,,3500
102,八德區,1035,0906-0000,,3296
102,八德區,1035,0907-0000,,2400
102,八德區,1035,0908-0000,,2400
102,八德區,1035,0909-0000,,2400
102,八德區,1035,0910-0000,,2400
102,八德區,1035,0911-0000,,2400
102,八德區,1035,0912-0000,,2400
102,八德區,1035,0913-0000,,2400
102,八德區,1035,0914-0000,,3717
102,八德區,1035,0915-0000,,3500
102,八德區,1035,0916-0000,,1138
102,八德區,1035,0917-0000,,1000
102,八德區,1035,0918-0000,,1000
102,八德區,1035,0919-0000,,1000
102,八德區,1035,0920-0000,,1000
102,八德區,1035,0921-0000,,2600
102,八德區,1035,0922-0000,,1000
102,八德區,1035,0923-0000,,2600
102,八德區,1035,0924-0000,,1000
102,八德區,1035,0925-0000,,1000
102,八德區,1035,0926-0000,,1000
102,八德區,1035,0927-0000,,1174
102,八德區,1035,0928-0000,,1098
102,八德區,1035,0929-0000,,1178
102,八德區,1035,0930-0000,,1000
102,八德區,1035,0931-0000,,1000
102,八德區,1035,0932-0000,,1000
102,八德區,1035,0933-0000,,1000
102,八德區,1035,0934-0000,,1261
102,八德區,1035,0935-0000,,1000
102,八德區,1035,0936-0000,,1000
102,八德區,1035,0937-0000,,2600
102,八德區,1035,0938-0000,,1000
102,八德區,1035,0939-0000,,1000
102,八德區,1035,0940-0000,,1000
102,八德區,1035,0941-0000,,1148
102,八德區,1035,0942-0000,,1000
102,八德區,1035,0943-0000,,1000
102,八德區,1035,0944-0000,,1000
102,八德區,1035,0945-0000,,1000
102,八德區,1035,0946-0000,,1000
102,八德區,1035,0947-0000,,1413
102,八德區,1035,0948-0000,,1946
102,八德區,1035,0949-0000,,2200
102,八德區,1035,0950-0000,,2200
102,八德區,1035,0951-0000,,2100
102,八德區,1035,0952-0000,,2200
102,八德區,1035,0953-0000,,2200
102,八德區,1035,0954-0000,,2200
102,八德區,1035,0955-0000,,2200
102,八德區,1035,0956-0000,,2200
102,八德區,1035,0957-0000,,2200
102,八德區,1035,0958-0000,,4300
102,八德區,1035,0959-0000,,4300
102,八德區,1035,0960-0000,,4300
102,八德區,1035,0961-0000,,4300
102,八德區,1035,0962-0000,,4188
102,八德區,1035,0963-0000,,3638
102,八德區,1035,0964-0000,,3405
102,八德區,1035,0965-0000,,1400
102,八德區,1035,0966-0000,,1400
102,八德區,1035,0967-0000,,3400
102,八德區,1035,0968-0000,,3400
102,八德區,1035,0969-0000,,3120
102,八德區,1035,0970-0000,,3203
102,八德區,1035,0971-0000,,3400
102,八德區,1035,0972-0000,,3398
102,八德區,1035,0973-0000,,1471
102,八德區,1035,0974-0000,,1402
102,八德區,1035,0975-0000,,3106
102,八德區,1035,0976-0000,,3019
102,八德區,1035,0977-0000,,3041
102,八德區,1035,0978-0000,,2900
102,八德區,1035,0979-0000,,2900
102,八德區,1035,0980-0000,,2900
102,八德區,1035,0981-0000,,2928
102,八德區,1035,0982-0000,,2906
102,八德區,1035,0983-0000,,2900
102,八德區,1035,0984-0000,,2900
102,八德區,1035,0985-0000,,3838
102,八德區,1035,0986-0000,,4300
102,八德區,1035,0987-0000,,4300
102,八德區,1035,0988-0000,,4300
102,八德區,1035,0989-0000,,4300
102,八德區,1035,0990-0000,,4300
102,八德區,1035,0991-0000,,4300
102,八德區,1035,0992-0000,,4300
102,八德區,1035,0993-0000,,4300
102,八德區,1035,0994-0000,,4300
102,八德區,1035,0995-0000,,4300
102,八德區,1035,0996-0000,,2200
102,八德區,1035,0997-0000,,1545
102,八德區,1035,0998-0000,,4118
102,八德區,1035,0999-0000,,3068
102,八德區,1035,1000-0000,,2900
102,八德區,1035,1001-0000,,2900
102,八德區,1035,1002-0000,,2900
102,八德區,1035,1003-0000,,2900
102,八德區,1035,1004-0000,,2900
102,八德區,1035,1005-0000,,2900
102,八德區,1035,1006-0000,,2900
102,八德區,1035,1007-0000,,2900
102,八德區,1035,1008-0000,,2900
102,八德區,1035,1009-0000,,2900
102,八德區,1035,1010-0000,,2900
102,八德區,1035,1011-0000,,2933
102,八德區,1035,1012-0000,,3375
102,八德區,1035,1013-0000,,3400
102,八德區,1035,1014-0000,,2979
102,八德區,1035,1015-0000,,2900
102,八德區,1035,1016-0000,,3032
102,八德區,1035,1017-0000,,2900
102,八德區,1035,1018-0000,,2900
102,八德區,1035,1019-0000,,2900
102,八德區,1035,1020-0000,,2900
102,八德區,1035,1021-0000,,2900
102,八德區,1035,1022-0000,,2900
102,八德區,1035,1023-0000,,2900
102,八德區,1035,1024-0000,,2900
102,八德區,1035,1025-0000,,2900
102,八德區,1035,1026-0000,,3400
102,八德區,1035,1027-0000,,3400
102,八德區,1035,1028-0000,,3400
102,八德區,1035,1029-0000,,3400
102,八德區,1035,1030-0000,,3400
102,八德區,1035,1031-0000,,1193
102,八德區,1035,1032-0000,,3400
102,八德區,1035,1033-0000,,3129
102,八德區,1035,1034-0000,,2900
102,八德區,1035,1035-0000,,2900
102,八德區,1035,1036-0000,,2900
102,八德區,1035,1037-0000,,2900
102,八德區,1035,1038-0000,,2900
102,八德區,1035,1039-0000,,2900
102,八德區,1035,1040-0000,,3226
102,八德區,1035,1041-0000,,3400
102,八德區,1035,1042-0000,,2900
102,八德區,1035,1043-0000,,2900
102,八德區,1035,1044-0000,,2900
102,八德區,1035,1045-0000,,2900
102,八德區,1035,1046-0000,,2900
102,八德區,1035,1047-0000,,2900
102,八德區,1035,1048-0000,,2900
102,八德區,1035,1049-0000,,1400
102,八德區,1035,1050-0000,,1400
102,八德區,1035,1051-0000,,1227
102,八德區,1035,1052-0000,,2200
102,八德區,1035,1053-0000,,2200
102,八德區,1035,1054-0000,,2200
102,八德區,1035,1055-0000,,2200
102,八德區,1035,1056-0000,,2200
102,八德區,1035,1057-0000,,3900
102,八德區,1035,1058-0000,,3237
102,八德區,1035,1059-0000,,2200
102,八德區,1035,1060-0000,,2082
102,八德區,1035,1061-0000,,1805
102,八德區,1035,1062-0000,,2200
102,八德區,1035,1063-0000,,1534
102,八德區,1035,1064-0000,,1268
102,八德區,1035,1065-0000,,1000
102,八德區,1035,1066-0000,,1109
102,八德區,1035,1067-0000,,2600
102,八德區,1035,1068-0000,,2600
102,八德區,1035,1069-0000,,2600
102,八德區,1035,1070-0000,,1000
102,八德區,1035,1071-0000,,1000
102,八德區,1035,1072-0000,,2600
102,八德區,1035,1073-0000,,2600
102,八德區,1035,1074-0000,,2600
102,八德區,1035,1075-0000,,2600
102,八德區,1035,1076-0000,,2868
102,八德區,1035,1077-0000,,2200
102,八德區,1035,1078-0000,,2200
102,八德區,1035,1079-0000,,3900
102,八德區,1035,1080-0000,,2200
102,八德區,1035,1081-0000,,1364
102,八德區,1035,1082-0000,,2200
102,八德區,1035,1083-0000,,2112
102,八德區,1035,1084-0000,,1954
102,八德區,1035,1085-0000,,2200
102,八德區,1035,1086-0000,,2200
102,八德區,1035,1087-0000,,2907
102,八德區,1035,1088-0000,,1000
102,八德區,1035,1110-0000,,1000
102,八德區,1035,1111-0000,,1000
102,八德區,1035,1112-0000,,1000
102,八德區,1035,1113-0000,,1000
102,八德區,1035,1114-0000,,1000
102,八德區,1035,1115-0000,,1489
102,八德區,1035,1116-0000,,2400
102,八德區,1035,1117-0000,,2400
102,八德區,1035,1118-0000,,2400
102,八德區,1035,1119-0000,,2261
102,八德區,1035,1120-0000,,2261
102,八德區,1035,1121-0000,,2261
102,八德區,1035,1122-0000,,2261
102,八德區,1035,1123-0000,,1235
102,八德區,1035,1124-0000,,1833
102,八德區,1035,1125-0000,,2400
102,八德區,1035,1126-0000,,2400
102,八德區,1035,1127-0000,,2400
102,八德區,1035,1128-0000,,2400
102,八德區,1035,1129-0000,,2400
102,八德區,1035,1130-0000,,2400
102,八德區,1035,1131-0000,,2400
102,八德區,1035,1132-0000,,2400
102,八德區,1035,1133-0000,,2400
102,八德區,1035,1134-0000,,2400
102,八德區,1035,1135-0000,,2400
102,八德區,1035,1136-0000,,2400
102,八德區,1035,1137-0000,,1496
102,八德區,1035,1138-0000,,2400
102,八德區,1035,1139-0000,,2400
102,八德區,1035,1140-0000,,2400
102,八德區,1035,1141-0000,,3348
102,八德區,1035,1142-0000,,1827
102,八德區,1035,1143-0000,,1827
102,八德區,1035,1144-0000,,1817
102,八德區,1035,1145-0000,,1250
102,八德區,1035,1146-0000,,1818
102,八德區,1035,1147-0000,,3108
102,八德區,1035,1148-0000,,4697
102,八德區,1035,1149-0000,,4279
102,八德區,1035,1150-0000,,2600
102,八德區,1035,1151-0000,,1000
102,八德區,1035,1152-0000,,4116
102,八德區,1035,1153-0000,,3990
102,八德區,1035,1154-0000,,4224
102,八德區,1035,1155-0000,,4044
102,八德區,1035,1156-0000,,4206
102,八德區,1035,1157-0000,,3000
102,八德區,1035,1158-0000,,4800
102,八德區,1035,1159-0000,,4800
102,八德區,1035,1160-0000,,4800
102,八德區,1035,1161-0000,,4800
102,八德區,1035,1162-0000,,4800
102,八德區,1035,1163-0000,,4800
102,八德區,1035,1164-0000,,4800
102,八德區,1035,1165-0000,,2400
102,八德區,1035,1166-0000,,2400
102,八德區,1035,1167-0000,,2400
102,八德區,1035,1168-0000,,2400
102,八德區,1035,1169-0000,,2400
102,八德區,1035,1170-0000,,2400
102,八德區,1035,1171-0000,,2400
102,八德區,1035,1172-0000,,2400
102,八德區,1035,1173-0000,,2400
102,八德區,1035,1174-0000,,2400
102,八德區,1035,1175-0000,,2400
102,八德區,1035,1176-0000,,3414
102,八德區,1035,1177-0000,,3000
102,八德區,1035,1178-0000,,3000
102,八德區,1035,1179-0000,,3000
102,八德區,1035,1180-0000,,3000
102,八德區,1035,1181-0000,,3000
102,八德區,1035,1182-0000,,1000
102,八德區,1035,1183-0000,,3000
102,八德區,1035,1184-0000,,1000
102,八德區,1035,1185-0000,,3000
102,八德區,1035,1186-0000,,3000
102,八德區,1035,1187-0000,,3000
102,八德區,1035,1188-0000,,3000
102,八德區,1035,1189-0000,,3000
102,八德區,1035,1190-0000,,3000
102,八德區,1035,1191-0000,,1000
102,八德區,1035,1192-0000,,1000
102,八德區,1035,1193-0000,,1000
102,八德區,1035,1194-0000,,1000
102,八德區,1035,1195-0000,,1000
102,八德區,1035,1196-0000,,1000
102,八德區,1035,1197-0000,,1000
102,八德區,1035,1198-0000,,1000
102,八德區,1035,1199-0000,,2200
102,八德區,1035,1200-0000,,2191
102,八德區,1035,1201-0000,,1721
102,八德區,1035,1202-0000,,1362
102,八德區,1035,1203-0000,,1932
102,八德區,1035,1204-0000,,1765
102,八德區,1035,1205-0000,,1316
102,八德區,1035,1206-0000,,2200
102,八德區,1035,1207-0000,,1999
102,八德區,1035,1208-0000,,2200
102,八德區,1035,1209-0000,,2200
102,八德區,1035,1210-0000,,4200
102,八德區,1035,1211-0000,,2200
102,八德區,1035,1212-0000,,2200
102,八德區,1035,1213-0000,,4200
102,八德區,1035,1214-0000,,4200
102,八德區,1035,1215-0000,,3069
102,八德區,1035,1216-0000,,2400
102,八德區,1035,1217-0000,,2400
102,八德區,1035,1218-0000,,2200
102,八德區,1035,1219-0000,,2048
102,八德區,1035,1220-0000,,2200
102,八德區,1035,1221-0000,,2200
102,八德區,1035,1222-0000,,1250
102,八德區,1035,1223-0000,,1000
102,八德區,1035,1224-0000,,1498
102,八德區,1035,1225-0000,,2400
102,八德區,1035,1226-0000,,2400
102,八德區,1035,1227-0000,,2400
102,八德區,1035,1228-0000,,2400
102,八德區,1035,1229-0000,,3304
102,八德區,1035,1230-0000,,3569
102,八德區,1035,1231-0000,,1513
102,八德區,1035,1232-0000,,1493
102,八德區,1035,1233-0000,,1474
102,八德區,1035,1234-0000,,3392
102,八德區,1035,1235-0000,,3370
102,八德區,1035,1236-0000,,3414
102,八德區,1035,1237-0000,,3502
102,八德區,1035,1238-0000,,1968
102,八德區,1035,1239-0000,,2400
102,八德區,1035,1240-0000,,2400
102,八德區,1035,1241-0000,,3200
102,八德區,1035,1242-0000,,1000
102,八德區,1035,1243-0000,,1000
102,八德區,1035,1244-0000,,4800
102,八德區,1035,1245-0000,,1000
102,八德區,1035,1246-0000,,1000
102,八德區,1035,1247-0000,,1000
102,八德區,1035,1248-0000,,1300
102,八德區,1035,1249-0000,,2200
102,八德區,1035,1250-0000,,2200
